,Q2A1,Q5_1,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,CQ14_1T,D_COU,D_GEN,D_AGE,Q16_a,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A9,Q15_2A10,Q15_2A11,Q15_2A12,Q10_2A1
2553,2.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2.0,0,2.0,2.0,1,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0
2554,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,3.0,1,5.0,5.0,5.0,4.0,4.0,0.0,2.0,5.0,5.0,2.0,4.0,0.0,6.0
2555,2.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,5.0,1,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
2556,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
2557,2.0,1.0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,5.0,0,2.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
2558,3.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4.0,0,2.0,3.0,1,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,57.0
2559,2.0,2.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,2.0,0,1.0,3.0,0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,57.0
2560,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,5.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,107.0
2561,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,3.0,1,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,112.0
2562,3.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,0,2.0,4.0,1,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,107.0
2563,3.0,1.0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,3.0,0,2.0,5.0,1,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,107.0
2564,4.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,4.0,0,1.0,5.0,1,4.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0
2565,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0
2566,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,109.0
2567,4.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3.0,0,1.0,2.0,1,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0
2568,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,0,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
2569,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
2570,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,2.0,1,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,3.0
2571,3.0,2.0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,2.0,0,1.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,106.0
2572,2.0,1.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2.0,0,1.0,3.0,1,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,62.0
2573,3.0,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2.0,0,1.0,5.0,0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0
2574,1.0,5.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
2575,4.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,2.0,4.0,1,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0
2576,1.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,3.0,1,5.0,5.0,5.0,3.0,3.0,0.0,4.0,4.0,5.0,3.0,3.0,4.0,359.0
2577,2.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2.0,0,2.0,6.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,80.0
2578,2.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,6.0,0,2.0,6.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,57.0
2579,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4.0,0,1.0,5.0,1,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,57.0
2580,2.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1.0,0,2.0,5.0,1,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,57.0
2581,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,0,2.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,57.0
2582,2.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,2.0,2.0,0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,57.0
2583,2.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0,1.0,2.0,0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,57.0
2584,4.0,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,2.0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
2585,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3.0,0,1.0,4.0,0,5.0,0.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0,1.0
2586,3.0,1.0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
2587,2.0,1.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2.0,0,1.0,2.0,1,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,8.0
2588,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,2.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,203.0
2589,2.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.0,0,2.0,2.0,1,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,6.0
2590,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,2.0,1,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,57.0
2591,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,5.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,62.0
2592,3.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.0,0,2.0,2.0,1,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,0.0,3.0,5.0,4.0,14.0
2593,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0,2.0,2.0,1,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0
2594,2.0,1.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2.0,0,1.0,5.0,1,4.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,3.0
2595,2.0,2.0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,2.0,0,2.0,3.0,1,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,1.0
2596,2.0,5.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2.0,0,2.0,5.0,1,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,43.0
2597,2.0,1.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,2.0,0,2.0,5.0,0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,3.0,4.0,0.0,1.0
2598,3.0,1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2.0,0,1.0,2.0,1,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,10.0
2599,3.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3.0,0,2.0,2.0,1,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,8.0
2600,1.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3.0,0,2.0,3.0,0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,57.0
2601,3.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,0,2.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,5.0,3.0,1.0
2602,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0,2.0,2.0,1,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,107.0
2603,3.0,5.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1.0,0,1.0,4.0,1,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,92.0
2604,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,57.0
2605,2.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2.0,0,2.0,4.0,1,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,83.0
2606,3.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0
2607,2.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2.0,0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,62.0
2608,2.0,1.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2.0,0,1.0,2.0,1,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,14.0
2609,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,4.0,1,4.0,5.0,4.0,4.0,0.0,0.0,5.0,4.0,4.0,4.0,4.0,0.0,36.0
2610,2.0,1.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,3.0,0,2.0,3.0,0,4.0,0.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,62.0
2611,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,3.0,0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0
2612,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,0,1.0,2.0,0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0
2613,2.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,5.0,0,2.0,4.0,1,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,57.0
2614,2.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.0,0,1.0,5.0,1,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,57.0
2615,4.0,2.0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,3.0,0,2.0,3.0,1,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0
2616,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0
2617,2.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.0,0,2.0,2.0,1,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,10.0
2618,2.0,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0,0,2.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,8.0
2619,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0,2.0,5.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,80.0
2620,4.0,3.0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2.0,0,1.0,4.0,1,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0
2621,2.0,2.0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1.0,0,2.0,3.0,1,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,1.0
2622,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1.0,1,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0
2623,2.0,1.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,3.0,0,2.0,2.0,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,1.0
2624,2.0,5.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0
2625,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0
2626,2.0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2.0,0,1.0,2.0,0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,72.0
2627,2.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2.0,0,1.0,3.0,1,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,80.0
2628,3.0,2.0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,2.0,0,1.0,4.0,1,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,72.0
2629,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,0,2.0,3.0,1,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,1.0
2630,1.0,2.0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,2.0,0,1.0,2.0,1,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,17.0
2631,3.0,1.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1.0,0,2.0,3.0,1,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,1.0
2632,2.0,1.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,2.0,0,1.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,14.0
2633,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,0,2.0,2.0,1,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,57.0
2634,2.0,1.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1.0,0,2.0,2.0,1,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,57.0
2635,2.0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2.0,0,2.0,2.0,1,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,57.0
2636,2.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3.0,0,2.0,2.0,1,3.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,57.0
2637,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,3.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,57.0
2638,3.0,1.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,2.0,0,1.0,3.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,0.0,57.0
2639,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,2.0,1,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,78.0
2640,3.0,1.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2.0,0,2.0,2.0,1,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0
2641,3.0,1.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1.0,0,2.0,2.0,0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0
2642,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.0,0,1.0,6.0,1,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0
2643,3.0,1.0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1.0,0,2.0,2.0,1,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,80.0
2644,3.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,3.0,1,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,80.0
2645,1.0,5.0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1.0,0,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0
2646,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3.0,0,2.0,4.0,1,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,57.0
2647,1.0,5.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,2.0,0,2.0,3.0,1,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,107.0
2648,4.0,1.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,2.0,0,1.0,3.0,1,5.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,2.0,5.0,80.0
2649,2.0,1.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2.0,0,2.0,4.0,0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,80.0
2650,1.0,2.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1.0,5.0,1,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,25.0
2651,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,0,2.0,3.0,1,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0
2652,3.0,1.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
2653,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,80.0
2654,3.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0
2655,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,5.0,1,5.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0
2656,2.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3.0,0,2.0,4.0,1,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0
2657,2.0,2.0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,2.0,0,2.0,3.0,1,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,4.0,3.0
2658,1.0,1.0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1.0,0,1.0,2.0,1,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0
2659,1.0,1.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5.0,0,1.0,2.0,0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0
2660,2.0,1.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1.0,0,2.0,5.0,1,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0
2661,2.0,1.0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,2.0,0,1.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
2662,2.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0,2.0,2.0,1,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,4.0,1.0
2663,2.0,1.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1.0,0,1.0,4.0,1,4.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,1.0
2664,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,3.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
2665,3.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2.0,0,2.0,2.0,1,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,62.0
2666,2.0,1.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1.0,0,1.0,3.0,1,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,80.0
2667,1.0,1.0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2.0,0,1.0,2.0,1,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0
2668,2.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,2.0,0,2.0,2.0,1,4.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,62.0
2669,2.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,2.0,5.0,1,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
2670,2.0,1.0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1.0,0,1.0,2.0,1,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,80.0
2671,2.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,0,2.0,5.0,1,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,80.0
2672,2.0,1.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,2.0,0,1.0,2.0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
2673,4.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,0,1.0,5.0,1,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0
2674,3.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2.0,0,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
2675,3.0,1.0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,2.0,0,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,62.0
2676,2.0,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0,3.0,1,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,62.0
2677,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,0,1.0,4.0,1,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,8.0
2678,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,0,2.0,3.0,1,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,0.0,4.0
2679,3.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,4.0,1,5.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,7.0
2680,1.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,0,2.0,2.0,1,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0
